FIPS,Structure_Type,Count
31151.0,Medical & Emergency,10
31153.0,Education,71
31153.0,Law Enforcement,5
31153.0,Medical & Emergency,17
31155.0,Education,17
31155.0,Law Enforcement,7
31155.0,Medical & Emergency,15
31157.0,Education,29
31157.0,Law Enforcement,8
31157.0,Medical & Emergency,11
31159.0,Education,11
31159.0,Law Enforcement,3
31159.0,Medical & Emergency,12
31161.0,Education,6
31161.0,Law Enforcement,2
31161.0,Medical & Emergency,5
31163.0,Education,3
31163.0,Law Enforcement,1
31163.0,Medical & Emergency,4
31165.0,Education,4
31165.0,Law Enforcement,2
31165.0,Medical & Emergency,1
31167.0,Education,4
31167.0,Medical & Emergency,3
31169.0,Education,7
31169.0,Law Enforcement,1
31169.0,Medical & Emergency,14
31171.0,Education,3
31171.0,Medical & Emergency,3
31173.0,Education,8
31173.0,Law Enforcement,3
31173.0,Medical & Emergency,8
31175.0,Education,4
31175.0,Law Enforcement,2
31175.0,Medical & Emergency,4
31177.0,Education,11
31177.0,Law Enforcement,2
31177.0,Medical & Emergency,7
31179.0,Education,8
31179.0,Law Enforcement,2
31179.0,Medical & Emergency,5
31181.0,Education,4
31181.0,Law Enforcement,1
31181.0,Medical & Emergency,5
31183.0,Education,2
31183.0,Law Enforcement,1
31183.0,Medical & Emergency,2
31185.0,Education,11
31185.0,Law Enforcement,4
31185.0,Medical & Emergency,9
32001.0,Education,9
32001.0,Law Enforcement,3
32001.0,Medical & Emergency,4
32003.0,Education,450
32003.0,Law Enforcement,36
32003.0,Medical & Emergency,123
32005.0,Education,15
32005.0,Law Enforcement,5
32005.0,Medical & Emergency,20
32007.0,Education,25
32007.0,Law Enforcement,10
32007.0,Medical & Emergency,31
32009.0,Education,3
32009.0,Law Enforcement,1
32009.0,Medical & Emergency,5
32011.0,Education,3
32011.0,Law Enforcement,2
32011.0,Medical & Emergency,9
32013.0,Education,12
32013.0,Law Enforcement,2
32013.0,Medical & Emergency,8
32015.0,Education,4
32015.0,Law Enforcement,3
32015.0,Medical & Emergency,5
32017.0,Education,10
32017.0,Law Enforcement,3
32017.0,Medical & Emergency,11
32019.0,Education,19
32019.0,Law Enforcement,7
32019.0,Medical & Emergency,15
32021.0,Education,5
32021.0,Law Enforcement,2
32021.0,Medical & Emergency,6
32023.0,Education,19
32023.0,Law Enforcement,7
32023.0,Medical & Emergency,21
32027.0,Education,5
32027.0,Law Enforcement,4
32027.0,Medical & Emergency,5
32029.0,Education,4
32029.0,Law Enforcement,1
32029.0,Medical & Emergency,5
32031.0,Education,126
32031.0,Law Enforcement,9
32031.0,Medical & Emergency,73
32033.0,Education,8
32033.0,Law Enforcement,3
32033.0,Medical & Emergency,8
32510.0,Education,14
32510.0,Law Enforcement,5
32510.0,Medical & Emergency,7
33001.0,Education,29
33001.0,Law Enforcement,12
33001.0,Medical & Emergency,28
33003.0,Education,26
33003.0,Law Enforcement,15
33003.0,Medical & Emergency,36
33005.0,Education,50
33005.0,Law Enforcement,23
33005.0,Medical & Emergency,38
33007.0,Education,26
33007.0,Law Enforcement,18
33007.0,Medical & Emergency,33
33009.0,Education,64
33009.0,Law Enforcement,33
33009.0,Medical & Emergency,59
33011.0,Education,152
33011.0,Law Enforcement,32
33011.0,Medical & Emergency,71
33013.0,Education,76
33013.0,Law Enforcement,32
33013.0,Medical & Emergency,46
33015.0,Education,112
33015.0,Law Enforcement,40
33015.0,Medical & Emergency,65
33017.0,Education,47
33017.0,Law Enforcement,16
33017.0,Medical & Emergency,23
33019.0,Education,29
33019.0,Law Enforcement,14
33019.0,Medical & Emergency,26
34001.0,Education,100
34001.0,Law Enforcement,25
34001.0,Medical & Emergency,76
34003.0,Education,394
34003.0,Law Enforcement,76
34003.0,Medical & Emergency,209
34005.0,Education,180
34005.0,Law Enforcement,41
34005.0,Medical & Emergency,108
34007.0,Education,236
34007.0,Law Enforcement,41
34007.0,Medical & Emergency,98
34009.0,Education,37
34009.0,Law Enforcement,21
34009.0,Medical & Emergency,47
34011.0,Education,68
34011.0,Law Enforcement,11
34011.0,Medical & Emergency,35
34013.0,Education,328
34013.0,Law Enforcement,39
34013.0,Medical & Emergency,103
34015.0,Education,118
34015.0,Law Enforcement,25
34015.0,Medical & Emergency,76
34017.0,Education,165
34017.0,Law Enforcement,21
34017.0,Medical & Emergency,70
34019.0,Education,64
34019.0,Law Enforcement,20
34019.0,Medical & Emergency,51
34021.0,Education,153
34021.0,Law Enforcement,19
34021.0,Medical & Emergency,53
34023.0,Education,269
34023.0,Law Enforcement,33
34023.0,Medical & Emergency,137
34025.0,Education,265
34025.0,Law Enforcement,48
34025.0,Medical & Emergency,190
34027.0,Education,226
34027.0,Law Enforcement,46
34027.0,Medical & Emergency,131
34029.0,Education,170
34029.0,Law Enforcement,36
34029.0,Medical & Emergency,126
34031.0,Education,194
34031.0,Law Enforcement,21
34031.0,Medical & Emergency,83
34033.0,Education,33
34033.0,Law Enforcement,10
34033.0,Medical & Emergency,37
34035.0,Education,128
34035.0,Law Enforcement,21
34035.0,Medical & Emergency,85
34037.0,Education,59
34037.0,Law Enforcement,16
34037.0,Medical & Emergency,61
34039.0,Education,215
34039.0,Law Enforcement,28
34039.0,Medical & Emergency,75
34041.0,Education,51
34041.0,Law Enforcement,15
34041.0,Medical & Emergency,46
35001.0,Education,241
35001.0,Law Enforcement,17
35001.0,Medical & Emergency,63
35003.0,Education,5
35003.0,Law Enforcement,1
35003.0,Medical & Emergency,17
35005.0,Education,31
35005.0,Law Enforcement,6
35005.0,Medical & Emergency,30
35006.0,Education,17
35006.0,Law Enforcement,10
35006.0,Medical & Emergency,20
35007.0,Education,12
35007.0,Law Enforcement,7
35007.0,Medical & Emergency,23
35009.0,Education,23
35009.0,Law Enforcement,5
35009.0,Medical & Emergency,16
35011.0,Education,1
35011.0,Law Enforcement,1
35011.0,Medical & Emergency,6
35013.0,Education,80
35013.0,Law Enforcement,10
35013.0,Medical & Emergency,42
35015.0,Education,23
35015.0,Law Enforcement,7
35015.0,Medical & Emergency,31
35017.0,Education,17
35017.0,Law Enforcement,6
35017.0,Medical & Emergency,22
35019.0,Education,6
35019.0,Law Enforcement,5
35019.0,Medical & Emergency,9
35021.0,Education,3
35021.0,Law Enforcement,2
35021.0,Medical & Emergency,7
35023.0,Education,7
35023.0,Law Enforcement,3
35023.0,Medical & Emergency,12
35025.0,Education,41
35025.0,Law Enforcement,10
35025.0,Medical & Emergency,14
35027.0,Education,14
35027.0,Law Enforcement,7
35027.0,Medical & Emergency,26
35028.0,Education,10
35028.0,Law Enforcement,2
35028.0,Medical & Emergency,7
35029.0,Education,12
35029.0,Law Enforcement,4
35029.0,Medical & Emergency,7
35031.0,Education,67
35031.0,Law Enforcement,7
35031.0,Medical & Emergency,32
35033.0,Education,4
35033.0,Law Enforcement,2
35033.0,Medical & Emergency,12
35035.0,Education,28
35035.0,Law Enforcement,7
35035.0,Medical & Emergency,49
35037.0,Education,7
35037.0,Law Enforcement,4
35037.0,Medical & Emergency,25
35039.0,Education,32
35039.0,Law Enforcement,7
35039.0,Medical & Emergency,30
35041.0,Education,10
35041.0,Law Enforcement,2
35041.0,Medical & Emergency,11
35043.0,Education,50
35043.0,Law Enforcement,8
35043.0,Medical & Emergency,31
35045.0,Education,70
35045.0,Law Enforcement,8
35045.0,Medical & Emergency,34
35047.0,Education,20
35047.0,Law Enforcement,3
35047.0,Medical & Emergency,25
35049.0,Education,64
35049.0,Law Enforcement,10
35049.0,Medical & Emergency,45
35051.0,Education,5
35051.0,Law Enforcement,3
35051.0,Medical & Emergency,16
35053.0,Education,12
35053.0,Law Enforcement,4
35053.0,Medical & Emergency,13
35055.0,Education,18
35055.0,Law Enforcement,5
35055.0,Medical & Emergency,25
35057.0,Education,8
35057.0,Law Enforcement,5
35057.0,Medical & Emergency,10
35059.0,Education,5
35059.0,Law Enforcement,3
35059.0,Medical & Emergency,18
35061.0,Education,29
35061.0,Law Enforcement,7
35061.0,Medical & Emergency,16
36001.0,Education,121
36001.0,Law Enforcement,23
36001.0,Medical & Emergency,77
36003.0,Education,25
36003.0,Law Enforcement,13
36003.0,Medical & Emergency,40
36005.0,Education,408
36005.0,Law Enforcement,19
36005.0,Medical & Emergency,51
36007.0,Education,68
36007.0,Law Enforcement,11
36007.0,Medical & Emergency,67
36009.0,Education,50
36009.0,Law Enforcement,11
36009.0,Medical & Emergency,44
36011.0,Education,31
36011.0,Law Enforcement,8
36011.0,Medical & Emergency,36
36013.0,Education,67
36013.0,Law Enforcement,15
36013.0,Medical & Emergency,55
36015.0,Education,35
36015.0,Law Enforcement,10
36015.0,Medical & Emergency,30
36017.0,Education,24
36017.0,Law Enforcement,8
36017.0,Medical & Emergency,23
36019.0,Education,34
36019.0,Law Enforcement,7
36019.0,Medical & Emergency,14
36021.0,Education,20
36021.0,Law Enforcement,9
36021.0,Medical & Emergency,44
36023.0,Education,20
36023.0,Law Enforcement,5
36023.0,Medical & Emergency,16
36025.0,Education,25
36025.0,Law Enforcement,8
36025.0,Medical & Emergency,36
36027.0,Education,116
36027.0,Law Enforcement,19
36027.0,Medical & Emergency,76
36029.0,Education,300
36029.0,Law Enforcement,52
36029.0,Medical & Emergency,156
36031.0,Education,26
36031.0,Law Enforcement,13
36031.0,Medical & Emergency,31
36033.0,Education,22
36033.0,Law Enforcement,10
36033.0,Medical & Emergency,24
36035.0,Education,23
36035.0,Law Enforcement,4
36035.0,Medical & Emergency,23
36037.0,Education,28
36037.0,Law Enforcement,4
36037.0,Medical & Emergency,23
36039.0,Education,17
36039.0,Law Enforcement,11
36039.0,Medical & Emergency,33
36041.0,Education,6
36041.0,Law Enforcement,3
36041.0,Medical & Emergency,12
36043.0,Education,28
36043.0,Law Enforcement,11
36043.0,Medical & Emergency,32
36045.0,Education,46
36045.0,Law Enforcement,19
36045.0,Medical & Emergency,67
36047.0,Education,712
36047.0,Law Enforcement,27
36047.0,Medical & Emergency,89
36049.0,Education,17
36049.0,Law Enforcement,3
36049.0,Medical & Emergency,17
36051.0,Education,27
36051.0,Law Enforcement,14
36051.0,Medical & Emergency,30
36053.0,Education,30
36053.0,Law Enforcement,9
36053.0,Medical & Emergency,31
36055.0,Education,230
36055.0,Law Enforcement,18
36055.0,Medical & Emergency,107
36057.0,Education,23
36057.0,Law Enforcement,6
36057.0,Medical & Emergency,18
36059.0,Education,428
36059.0,Law Enforcement,33
36059.0,Medical & Emergency,190
36061.0,Education,494
36061.0,Law Enforcement,29
36061.0,Medical & Emergency,80
36063.0,Education,64
36063.0,Law Enforcement,10
36063.0,Medical & Emergency,63
36065.0,Education,88
36065.0,Law Enforcement,22
36065.0,Medical & Emergency,70
36067.0,Education,159
36067.0,Law Enforcement,23
36067.0,Medical & Emergency,91
36069.0,Education,40
36069.0,Law Enforcement,6
36069.0,Medical & Emergency,36
36071.0,Education,123
36071.0,Law Enforcement,41
36071.0,Medical & Emergency,101
36073.0,Education,15
36073.0,Law Enforcement,8
36073.0,Medical & Emergency,14
36075.0,Education,42
36075.0,Law Enforcement,10
36075.0,Medical & Emergency,43
36077.0,Education,26
36077.0,Law Enforcement,7
36077.0,Medical & Emergency,34
36079.0,Education,26
36079.0,Law Enforcement,5
36079.0,Medical & Emergency,26
36081.0,Education,461
36081.0,Law Enforcement,21
36081.0,Medical & Emergency,72
36083.0,Education,59
36083.0,Law Enforcement,10
36083.0,Medical & Emergency,57
36085.0,Education,111
36085.0,Law Enforcement,5
36085.0,Medical & Emergency,29
36087.0,Education,128
36087.0,Law Enforcement,12
36087.0,Medical & Emergency,65
36089.0,Education,59
36089.0,Law Enforcement,17
36089.0,Medical & Emergency,63
36091.0,Education,63
36091.0,Law Enforcement,10
36091.0,Medical & Emergency,71
36093.0,Education,52
36093.0,Law Enforcement,7
36093.0,Medical & Emergency,31
36095.0,Education,12
36095.0,Law Enforcement,4
36095.0,Medical & Emergency,20
36097.0,Education,9
36097.0,Law Enforcement,3
36097.0,Medical & Emergency,11
36099.0,Education,17
36099.0,Law Enforcement,7
36099.0,Medical & Emergency,19
36101.0,Education,43
36101.0,Law Enforcement,13
36101.0,Medical & Emergency,62
36103.0,Education,417
36103.0,Law Enforcement,39
36103.0,Medical & Emergency,243
36105.0,Education,27
36105.0,Law Enforcement,11
36105.0,Medical & Emergency,53
36107.0,Education,22
36107.0,Law Enforcement,4
36107.0,Medical & Emergency,18
36109.0,Education,41
36109.0,Law Enforcement,9
36109.0,Medical & Emergency,26
36111.0,Education,58
36111.0,Law Enforcement,26
36111.0,Medical & Emergency,94
36113.0,Education,25
36113.0,Law Enforcement,5
36113.0,Medical & Emergency,33
36115.0,Education,27
36115.0,Law Enforcement,12
36115.0,Medical & Emergency,26
36117.0,Education,38
36117.0,Law Enforcement,12
36117.0,Medical & Emergency,31
36119.0,Education,353
36119.0,Law Enforcement,52
36119.0,Medical & Emergency,140
36121.0,Education,14
36121.0,Law Enforcement,9
36121.0,Medical & Emergency,26
36123.0,Education,19
36123.0,Law Enforcement,3
36123.0,Medical & Emergency,14
37001.0,Education,45
37001.0,Law Enforcement,7
37001.0,Medical & Emergency,29
37003.0,Education,10
37003.0,Law Enforcement,4
37003.0,Medical & Emergency,11
37005.0,Education,5
37005.0,Law Enforcement,2
37005.0,Medical & Emergency,8
37007.0,Education,11
37007.0,Law Enforcement,5
37007.0,Medical & Emergency,11
37009.0,Education,6
37009.0,Law Enforcement,4
37009.0,Medical & Emergency,12
37011.0,Education,12
37011.0,Law Enforcement,7
37011.0,Medical & Emergency,15
37013.0,Education,18
37013.0,Law Enforcement,5
37013.0,Medical & Emergency,23
37015.0,Education,10
37015.0,Law Enforcement,5
37015.0,Medical & Emergency,17
37017.0,Education,16
37017.0,Law Enforcement,5
37017.0,Medical & Emergency,21
37019.0,Education,29
37019.0,Law Enforcement,13
37019.0,Medical & Emergency,39
37021.0,Education,80
37021.0,Law Enforcement,12
37021.0,Medical & Emergency,49
37023.0,Education,32
37023.0,Law Enforcement,8
37023.0,Medical & Emergency,36
37025.0,Education,62
37025.0,Law Enforcement,4
37025.0,Medical & Emergency,31
37027.0,Education,29
37027.0,Law Enforcement,6
37027.0,Medical & Emergency,17
37029.0,Education,4
37029.0,Law Enforcement,1
37029.0,Medical & Emergency,2
37031.0,Education,24
37031.0,Law Enforcement,12
37031.0,Medical & Emergency,32
37033.0,Education,6
37033.0,Law Enforcement,4
37033.0,Medical & Emergency,14
37035.0,Education,54
37035.0,Law Enforcement,11
37035.0,Medical & Emergency,39
37037.0,Education,23
37037.0,Law Enforcement,4
37037.0,Medical & Emergency,15
37039.0,Education,17
37039.0,Law Enforcement,3
37039.0,Medical & Emergency,20
37041.0,Education,5
37041.0,Law Enforcement,2
37041.0,Medical & Emergency,6
37043.0,Education,4
37043.0,Law Enforcement,1
37043.0,Medical & Emergency,7
37045.0,Education,30
37045.0,Law Enforcement,6
37045.0,Medical & Emergency,33
37047.0,Education,31
37047.0,Law Enforcement,10
37047.0,Medical & Emergency,30
37049.0,Education,30
37049.0,Law Enforcement,8
37049.0,Medical & Emergency,44
37051.0,Education,108
37051.0,Law Enforcement,7
37051.0,Medical & Emergency,46
37053.0,Education,11
37053.0,Law Enforcement,3
37053.0,Medical & Emergency,14
37055.0,Education,13
37055.0,Law Enforcement,10
37055.0,Medical & Emergency,30
37057.0,Education,52
37057.0,Law Enforcement,6
37057.0,Medical & Emergency,38
37059.0,Education,13
37059.0,Law Enforcement,4
37059.0,Medical & Emergency,16
37061.0,Education,18
37061.0,Law Enforcement,10
37061.0,Medical & Emergency,28
37063.0,Education,93
37063.0,Law Enforcement,12
37063.0,Medical & Emergency,37
37065.0,Education,23
37065.0,Law Enforcement,7
37065.0,Medical & Emergency,18
37067.0,Education,111
37067.0,Law Enforcement,6
37067.0,Medical & Emergency,52
37069.0,Education,18
37069.0,Law Enforcement,6
37069.0,Medical & Emergency,20
37071.0,Education,72
37071.0,Law Enforcement,12
37071.0,Medical & Emergency,40
37073.0,Education,5
37073.0,Law Enforcement,1
37073.0,Medical & Emergency,6
37075.0,Education,3
37075.0,Law Enforcement,2
37075.0,Medical & Emergency,7
37077.0,Education,19
37077.0,Law Enforcement,7
37077.0,Medical & Emergency,19
37079.0,Education,8
37079.0,Law Enforcement,6
37079.0,Medical & Emergency,13
37081.0,Education,158
37081.0,Law Enforcement,9
37081.0,Medical & Emergency,81
37083.0,Education,22
37083.0,Law Enforcement,9
37083.0,Medical & Emergency,25
37085.0,Education,38
37085.0,Law Enforcement,8
37085.0,Medical & Emergency,28
37087.0,Education,18
37087.0,Law Enforcement,6
37087.0,Medical & Emergency,19
37089.0,Education,28
37089.0,Law Enforcement,5
37089.0,Medical & Emergency,30
37091.0,Education,10
37091.0,Law Enforcement,6
37091.0,Medical & Emergency,13
37093.0,Education,14
37093.0,Law Enforcement,5
37093.0,Medical & Emergency,13
37095.0,Education,4
37095.0,Law Enforcement,2
37095.0,Medical & Emergency,7
37097.0,Education,54
37097.0,Law Enforcement,7
37097.0,Medical & Emergency,33
37099.0,Education,11
37099.0,Law Enforcement,2
37099.0,Medical & Emergency,18
37101.0,Education,46
37101.0,Law Enforcement,12
37101.0,Medical & Emergency,42
37103.0,Education,5
37103.0,Law Enforcement,3
37103.0,Medical & Emergency,12
37105.0,Education,19
37105.0,Law Enforcement,5
37105.0,Medical & Emergency,14
37107.0,Education,21
37107.0,Law Enforcement,6
37107.0,Medical & Emergency,18
37109.0,Education,27
37109.0,Law Enforcement,4
37109.0,Medical & Emergency,19
37111.0,Education,14
37111.0,Law Enforcement,5
37111.0,Medical & Emergency,15
37113.0,Education,12
37113.0,Law Enforcement,3
37113.0,Medical & Emergency,17
37115.0,Education,8
37115.0,Law Enforcement,4
37115.0,Medical & Emergency,12
37117.0,Education,13
37117.0,Law Enforcement,3
37117.0,Medical & Emergency,11
37119.0,Education,243
37119.0,Law Enforcement,24
37119.0,Medical & Emergency,76
37121.0,Education,9
37121.0,Law Enforcement,3
37121.0,Medical & Emergency,10
37123.0,Education,14
37123.0,Law Enforcement,7
37123.0,Medical & Emergency,17
37125.0,Education,29
37125.0,Law Enforcement,12
37125.0,Medical & Emergency,30
37127.0,Education,33
37127.0,Law Enforcement,9
37127.0,Medical & Emergency,30
37129.0,Education,53
37129.0,Law Enforcement,10
37129.0,Medical & Emergency,25
37131.0,Education,9
37131.0,Law Enforcement,8
37131.0,Medical & Emergency,15
37133.0,Education,57
37133.0,Law Enforcement,8
37133.0,Medical & Emergency,46
37135.0,Education,42
37135.0,Law Enforcement,7
37135.0,Medical & Emergency,25
37137.0,Education,6
37137.0,Law Enforcement,3
37137.0,Medical & Emergency,10
37139.0,Education,18
37139.0,Law Enforcement,5
37139.0,Medical & Emergency,10
37141.0,Education,16
37141.0,Law Enforcement,6
37141.0,Medical & Emergency,19
37143.0,Education,4
37143.0,Law Enforcement,3
37143.0,Medical & Emergency,7
37145.0,Education,15
37145.0,Law Enforcement,3
37145.0,Medical & Emergency,16
37147.0,Education,52
37147.0,Law Enforcement,11
37147.0,Medical & Emergency,38
37149.0,Education,7
37149.0,Law Enforcement,4
37149.0,Medical & Emergency,12
37151.0,Education,42
37151.0,Law Enforcement,8
37151.0,Medical & Emergency,37
37153.0,Education,18
37153.0,Law Enforcement,6
37153.0,Medical & Emergency,15
37155.0,Education,52
37155.0,Law Enforcement,14
37155.0,Medical & Emergency,45
37157.0,Education,31
37157.0,Law Enforcement,6
37157.0,Medical & Emergency,30
37159.0,Education,47
37159.0,Law Enforcement,11
37159.0,Medical & Emergency,46
37161.0,Education,26
37161.0,Law Enforcement,7
37161.0,Medical & Emergency,24
37163.0,Education,25
37163.0,Law Enforcement,7
37163.0,Medical & Emergency,24
37165.0,Education,15
37165.0,Law Enforcement,5
37165.0,Medical & Emergency,10
37167.0,Education,28
37167.0,Law Enforcement,13
37167.0,Medical & Emergency,25
37169.0,Education,21
37169.0,Law Enforcement,4
37169.0,Medical & Emergency,17
37171.0,Education,27
37171.0,Law Enforcement,7
37171.0,Medical & Emergency,35
37173.0,Education,10
37173.0,Law Enforcement,4
37173.0,Medical & Emergency,10
37175.0,Education,14
37175.0,Law Enforcement,2
37175.0,Medical & Emergency,13
37177.0,Education,3
37177.0,Law Enforcement,2
37177.0,Medical & Emergency,7
37179.0,Education,59
37179.0,Law Enforcement,7
37179.0,Medical & Emergency,31
37181.0,Education,18
37181.0,Law Enforcement,3
37181.0,Medical & Emergency,11
37183.0,Education,268
37183.0,Law Enforcement,26
37183.0,Medical & Emergency,108
37185.0,Education,10
37185.0,Law Enforcement,4
37185.0,Medical & Emergency,16
37187.0,Education,5
37187.0,Law Enforcement,3
37187.0,Medical & Emergency,7
37189.0,Education,13
37189.0,Law Enforcement,4
37189.0,Medical & Emergency,19
37191.0,Education,41
37191.0,Law Enforcement,9
37191.0,Medical & Emergency,44
37193.0,Education,27
37193.0,Law Enforcement,5
37193.0,Medical & Emergency,32
37195.0,Education,32
37195.0,Law Enforcement,8
37195.0,Medical & Emergency,25
37197.0,Education,14
37197.0,Law Enforcement,4
37197.0,Medical & Emergency,14
37199.0,Education,12
37199.0,Law Enforcement,2
37199.0,Medical & Emergency,14
38001.0,Education,2
38001.0,Law Enforcement,1
38001.0,Medical & Emergency,4
38003.0,Education,12
38003.0,Law Enforcement,3
38003.0,Medical & Emergency,14
38005.0,Education,12
38005.0,Law Enforcement,2
38005.0,Medical & Emergency,11
38007.0,Education,2
38007.0,Law Enforcement,2
38007.0,Medical & Emergency,3
38009.0,Education,7
38009.0,Law Enforcement,1
38009.0,Medical & Emergency,15
38011.0,Education,6
38011.0,Law Enforcement,4
38011.0,Medical & Emergency,6
38013.0,Education,6
38013.0,Law Enforcement,2
38013.0,Medical & Emergency,7
38015.0,Education,54
38015.0,Law Enforcement,9
38015.0,Medical & Emergency,14
38017.0,Education,77
38017.0,Law Enforcement,7
38017.0,Medical & Emergency,41
38019.0,Education,5
38019.0,Law Enforcement,2
38019.0,Medical & Emergency,10
38021.0,Education,6
38021.0,Law Enforcement,3
38021.0,Medical & Emergency,8
38023.0,Education,2
38023.0,Law Enforcement,2
38023.0,Medical & Emergency,6
38025.0,Education,5
38025.0,Law Enforcement,2
38025.0,Medical & Emergency,3
38027.0,Education,2
38027.0,Law Enforcement,1
38027.0,Medical & Emergency,3
38029.0,Education,8
38029.0,Law Enforcement,4
38029.0,Medical & Emergency,6
38031.0,Education,3
38031.0,Law Enforcement,2
38031.0,Medical & Emergency,5
38033.0,Education,3
38033.0,Law Enforcement,1
38033.0,Medical & Emergency,6
38035.0,Education,39
38035.0,Law Enforcement,9
38035.0,Medical & Emergency,20
38037.0,Education,5
38037.0,Law Enforcement,2
38037.0,Medical & Emergency,7
38039.0,Education,3
38039.0,Law Enforcement,1
38039.0,Medical & Emergency,5
38041.0,Education,4
38041.0,Law Enforcement,2
38041.0,Medical & Emergency,4
38043.0,Education,4
38043.0,Law Enforcement,1
38043.0,Medical & Emergency,7
38045.0,Education,9
38045.0,Law Enforcement,2
38045.0,Medical & Emergency,9
38047.0,Education,4
38047.0,Law Enforcement,2
38047.0,Medical & Emergency,4
38049.0,Education,9
38049.0,Law Enforcement,1
38049.0,Medical & Emergency,9
38051.0,Education,6
38051.0,Law Enforcement,2
38051.0,Medical & Emergency,7
38053.0,Education,12
38053.0,Law Enforcement,3
38053.0,Medical & Emergency,8
38055.0,Education,14
38055.0,Law Enforcement,2
38055.0,Medical & Emergency,19
38057.0,Education,6
38057.0,Law Enforcement,6
38057.0,Medical & Emergency,11
38059.0,Education,23
38059.0,Law Enforcement,2
38059.0,Medical & Emergency,14
38061.0,Education,9
38061.0,Law Enforcement,5
38061.0,Medical & Emergency,9
38063.0,Education,4
38063.0,Law Enforcement,2
38063.0,Medical & Emergency,11
38065.0,Education,2
38065.0,Law Enforcement,1
38065.0,Medical & Emergency,2
38067.0,Education,11
38067.0,Law Enforcement,3
38067.0,Medical & Emergency,16
38069.0,Education,6
38069.0,Law Enforcement,2
38069.0,Medical & Emergency,4
38071.0,Education,14
38071.0,Law Enforcement,4
38071.0,Medical & Emergency,11
38073.0,Education,7
38073.0,Law Enforcement,3
38073.0,Medical & Emergency,4
38075.0,Education,5
38075.0,Law Enforcement,2
38075.0,Medical & Emergency,6
38077.0,Education,19
38077.0,Law Enforcement,5
38077.0,Medical & Emergency,18
38079.0,Education,17
38079.0,Law Enforcement,4
38079.0,Medical & Emergency,10
38081.0,Education,6
38081.0,Law Enforcement,1
38081.0,Medical & Emergency,9
38083.0,Education,4
38083.0,Law Enforcement,1
38083.0,Medical & Emergency,4
38085.0,Education,9
38085.0,Law Enforcement,2
38085.0,Medical & Emergency,4
38087.0,Education,2
38087.0,Law Enforcement,1
38087.0,Medical & Emergency,3
38089.0,Education,24
38089.0,Law Enforcement,6
38089.0,Medical & Emergency,12
38091.0,Education,3
38091.0,Law Enforcement,1
38091.0,Medical & Emergency,4
38093.0,Education,25
38093.0,Law Enforcement,5
38093.0,Medical & Emergency,13
38095.0,Education,2
38095.0,Law Enforcement,2
38095.0,Medical & Emergency,7
38097.0,Education,10
38097.0,Law Enforcement,3
38097.0,Medical & Emergency,10
38099.0,Education,15
38099.0,Law Enforcement,4
38099.0,Medical & Emergency,16
38101.0,Education,43
38101.0,Law Enforcement,7
38101.0,Medical & Emergency,22
38103.0,Education,5
38103.0,Law Enforcement,3
38103.0,Medical & Emergency,7
38105.0,Education,24
38105.0,Law Enforcement,4
38105.0,Medical & Emergency,15
39001.0,Education,9
39001.0,Law Enforcement,6
39001.0,Medical & Emergency,17
39003.0,Education,50
39003.0,Law Enforcement,10
39003.0,Medical & Emergency,25
39005.0,Education,22
39005.0,Law Enforcement,5
39005.0,Medical & Emergency,13
39007.0,Education,35
39007.0,Law Enforcement,12
39007.0,Medical & Emergency,41
39009.0,Education,21
39009.0,Law Enforcement,5
39009.0,Medical & Emergency,24
39011.0,Education,19
39011.0,Law Enforcement,9
39011.0,Medical & Emergency,17
39013.0,Education,31
39013.0,Law Enforcement,11
39013.0,Medical & Emergency,34
39015.0,Education,21
39015.0,Law Enforcement,7
39015.0,Medical & Emergency,13
39017.0,Education,98
39017.0,Law Enforcement,14
39017.0,Medical & Emergency,53
39019.0,Education,8
39019.0,Law Enforcement,2
39019.0,Medical & Emergency,14
39021.0,Education,17
39021.0,Law Enforcement,4
39021.0,Medical & Emergency,7
39023.0,Education,54
39023.0,Law Enforcement,7
39023.0,Medical & Emergency,27
39025.0,Education,60
39025.0,Law Enforcement,16
39025.0,Medical & Emergency,33
39027.0,Education,18
39027.0,Law Enforcement,6
39027.0,Medical & Emergency,13
39029.0,Education,47
39029.0,Law Enforcement,15
39029.0,Medical & Emergency,37
39031.0,Education,15
39031.0,Law Enforcement,2
39031.0,Medical & Emergency,10
39033.0,Education,20
39033.0,Law Enforcement,6
39033.0,Medical & Emergency,18
39035.0,Education,490
39035.0,Law Enforcement,58
39035.0,Medical & Emergency,138
39037.0,Education,22
39037.0,Law Enforcement,6
39037.0,Medical & Emergency,23
39039.0,Education,17
39039.0,Law Enforcement,4
39039.0,Medical & Emergency,18
39041.0,Education,61
39041.0,Law Enforcement,9
39041.0,Medical & Emergency,34
39043.0,Education,35
39043.0,Law Enforcement,11
39043.0,Medical & Emergency,21
39045.0,Education,49
39045.0,Law Enforcement,10
39045.0,Medical & Emergency,24
39047.0,Education,8
39047.0,Law Enforcement,2
39047.0,Medical & Emergency,7
39049.0,Education,462
39049.0,Law Enforcement,29
39049.0,Medical & Emergency,98
39051.0,Education,22
39051.0,Law Enforcement,5
39051.0,Medical & Emergency,12
39053.0,Education,15
39053.0,Law Enforcement,4
39053.0,Medical & Emergency,12
39055.0,Education,30
39055.0,Law Enforcement,10
39055.0,Medical & Emergency,18
39057.0,Education,56
