Program,Year,Period,Week Ending,Geo Level,State,State ANSIP,Ag District,Ag District Code,County,County ANSIP,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Poultry Value,CV (%)
CENSUS,2022,END OF DEC,,COUNTY,MONTANA,30,SOUTHWEST,70,MADISON,57,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,44,17.4
CENSUS,2022,END OF DEC,,COUNTY,MONTANA,30,SOUTHWEST,70,SILVER BOW,93,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,23,17.4
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,CENTRAL,50,BUFFALO,19,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,75,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,CENTRAL,50,CUSTER,41,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,70,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,CENTRAL,50,DAWSON,47,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,27,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,CENTRAL,50,GREELEY,77,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,11,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,CENTRAL,50,HALL,79,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,39,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,CENTRAL,50,HOWARD,93,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,64,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,CENTRAL,50,SHERMAN,163,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,26,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,CENTRAL,50,VALLEY,175,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,8,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,BUTLER,23,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,75,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,CASS,25,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,50,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,COLFAX,37,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,16,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,DODGE,53,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,48,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,DOUGLAS,55,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,50,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,HAMILTON,81,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,35,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,LANCASTER,109,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,214,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,MERRICK,121,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,26,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,NANCE,125,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,13,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,PLATTE,141,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,44,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,POLK,143,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,28,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,SARPY,153,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,61,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,SAUNDERS,155,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,65,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,SEWARD,159,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,85,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,WASHINGTON,177,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,70,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,EAST,60,YORK,185,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,31,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,ARTHUR,5,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,6,(L)
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,BLAINE,9,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,7,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,BOYD,15,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,9,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,BROWN,17,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,23,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,CHERRY,31,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,41,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,GARFIELD,71,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,10,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,GRANT,75,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,2,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,HOLT,89,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,60,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,HOOKER,91,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,3,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,KEYA PAHA,103,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,5,(L)
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,LOGAN,113,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,15,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,LOUP,115,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,5,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,MCPHERSON,117,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,3,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,ROCK,149,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,16,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,THOMAS,171,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,10,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTH,20,WHEELER,183,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,10,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHEAST,30,ANTELOPE,3,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,43,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHEAST,30,BOONE,11,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,10,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHEAST,30,BURT,21,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,38,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHEAST,30,CEDAR,27,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,41,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHEAST,30,CUMING,39,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,57,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHEAST,30,DAKOTA,43,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,24,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHEAST,30,DIXON,51,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,19,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHEAST,30,KNOX,107,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,49,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHEAST,30,MADISON,119,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,64,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHEAST,30,PIERCE,139,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,29,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHEAST,30,STANTON,167,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,38,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHEAST,30,THURSTON,173,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,18,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHEAST,30,WAYNE,179,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,18,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHWEST,10,BANNER,7,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,8,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHWEST,10,BOX BUTTE,13,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,31,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHWEST,10,CHEYENNE,33,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,47,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHWEST,10,DAWES,45,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,54,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHWEST,10,DEUEL,49,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,15,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHWEST,10,GARDEN,69,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,10,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHWEST,10,KIMBALL,105,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,30,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHWEST,10,MORRILL,123,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,38,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,84,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHWEST,10,SHERIDAN,161,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,35,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,NORTHWEST,10,SIOUX,165,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,26,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTH,80,ADAMS,1,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,24,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTH,80,FRANKLIN,61,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,19,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTH,80,FURNAS,65,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,15,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTH,80,GOSPER,73,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,11,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTH,80,HARLAN,83,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,14,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTH,80,KEARNEY,99,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,27,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTH,80,PHELPS,137,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,17,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTH,80,WEBSTER,181,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,14,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHEAST,90,CLAY,35,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,30,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHEAST,90,FILLMORE,59,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,2,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHEAST,90,GAGE,67,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,64,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHEAST,90,JEFFERSON,95,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,32,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,12,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,19,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,23,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHEAST,90,OTOE,131,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,72,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHEAST,90,PAWNEE,133,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,16,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,28,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,45,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,24,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHWEST,70,CHASE,29,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,16,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHWEST,70,DUNDY,57,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,9,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHWEST,70,FRONTIER,63,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,16,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHWEST,70,HAYES,85,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,8,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHWEST,70,HITCHCOCK,87,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,12,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHWEST,70,KEITH,101,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,12,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHWEST,70,LINCOLN,111,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,69,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHWEST,70,PERKINS,135,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,11,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEBRASKA,31,SOUTHWEST,70,RED WILLOW,145,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,24,16.7
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,NORTHEAST,30,ELKO,7,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,81,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,NORTHEAST,30,EUREKA,11,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,9,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,NORTHEAST,30,LANDER,15,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,7,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,NORTHEAST,30,WHITE PINE,33,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,36,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,NORTHWEST,10,CARSON CITY,510,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,3,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,NORTHWEST,10,CHURCHILL,1,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,84,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,NORTHWEST,10,DOUGLAS,5,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,47,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,NORTHWEST,10,HUMBOLDT,13,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,43,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,NORTHWEST,10,LYON,19,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,56,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,NORTHWEST,10,PERSHING,27,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,24,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,NORTHWEST,10,STOREY,29,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,2,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,NORTHWEST,10,WASHOE,31,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,71,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,SOUTH,80,CLARK,3,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,30,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,SOUTH,80,ESMERALDA,9,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,3,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,SOUTH,80,LINCOLN,17,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,19,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,SOUTH,80,MINERAL,21,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,5,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEVADA,32,SOUTH,80,NYE,23,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,34,23.5
CENSUS,2022,END OF DEC,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,55,17.4
CENSUS,2022,END OF DEC,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,69,17.4
CENSUS,2022,END OF DEC,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,117,17.4
CENSUS,2022,END OF DEC,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,78,17.4
CENSUS,2022,END OF DEC,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,131,17.4
CENSUS,2022,END OF DEC,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,POULTRY TOTALS,POULTRY TOTALS - OPERATIONS WITH INVENTORY,TOTAL,NOT SPECIFIED,163,17.4
