STATEFP,GEOID,NAME,NAMELSAD,FIPS,RADII,STORMID,BASIN,STORMNUM,STARTDTG,ENDDTG
13,13087,Decatur,Decatur County,13087,50.0,al112017,AL,11.0,2017083018,2017091112
13,13205,Mitchell,Mitchell County,13205,50.0,al112017,AL,11.0,2017083018,2017091112
72,72101,Morovis,Morovis Municipio,72101,50.0,al112017,AL,11.0,2017083018,2017091112
12,12009,Brevard,Brevard County,12009,50.0,al112017,AL,11.0,2017083018,2017091112
12,12077,Liberty,Liberty County,12077,50.0,al112017,AL,11.0,2017083018,2017091112
13,13131,Grady,Grady County,13131,50.0,al112017,AL,11.0,2017083018,2017091112
13,13005,Bacon,Bacon County,13005,50.0,al112017,AL,11.0,2017083018,2017091112
12,12061,Indian River,Indian River County,12061,50.0,al112017,AL,11.0,2017083018,2017091112
12,12039,Gadsden,Gadsden County,12039,50.0,al112017,AL,11.0,2017083018,2017091112
72,72089,Luquillo,Luquillo Municipio,72089,50.0,al112017,AL,11.0,2017083018,2017091112
13,13191,McIntosh,McIntosh County,13191,50.0,al112017,AL,11.0,2017083018,2017091112
13,13127,Glynn,Glynn County,13127,50.0,al112017,AL,11.0,2017083018,2017091112
12,12073,Leon,Leon County,12073,50.0,al112017,AL,11.0,2017083018,2017091112
12,12057,Hillsborough,Hillsborough County,12057,50.0,al112017,AL,11.0,2017083018,2017091112
12,12015,Charlotte,Charlotte County,12015,50.0,al112017,AL,11.0,2017083018,2017091112
12,12053,Hernando,Hernando County,12053,64.0,al112017,AL,11.0,2017083106,2017091106
78,78030,St. Thomas,St. Thomas Island,78030,64.0,al112017,AL,11.0,2017083106,2017091106
12,12051,Hendry,Hendry County,12051,64.0,al112017,AL,11.0,2017083106,2017091106
12,12095,Orange,Orange County,12095,64.0,al112017,AL,11.0,2017083106,2017091106
72,72053,Fajardo,Fajardo Municipio,72053,64.0,al112017,AL,11.0,2017083106,2017091106
12,12011,Broward,Broward County,12011,64.0,al112017,AL,11.0,2017083106,2017091106
12,12099,Palm Beach,Palm Beach County,12099,64.0,al112017,AL,11.0,2017083106,2017091106
12,12086,Miami-Dade,Miami-Dade County,12086,64.0,al112017,AL,11.0,2017083106,2017091106
72,72127,San Juan,San Juan Municipio,72127,64.0,al112017,AL,11.0,2017083106,2017091106
12,12055,Highlands,Highlands County,12055,64.0,al112017,AL,11.0,2017083106,2017091106
12,12017,Citrus,Citrus County,12017,64.0,al112017,AL,11.0,2017083106,2017091106
72,72049,Culebra,Culebra Municipio,72049,64.0,al112017,AL,11.0,2017083106,2017091106
72,72051,Dorado,Dorado Municipio,72051,64.0,al112017,AL,11.0,2017083106,2017091106
12,12093,Okeechobee,Okeechobee County,12093,64.0,al112017,AL,11.0,2017083106,2017091106
12,12027,DeSoto,DeSoto County,12027,64.0,al112017,AL,11.0,2017083106,2017091106
12,12043,Glades,Glades County,12043,64.0,al112017,AL,11.0,2017083106,2017091106
12,12081,Manatee,Manatee County,12081,64.0,al112017,AL,11.0,2017083106,2017091106
12,12069,Lake,Lake County,12069,64.0,al112017,AL,11.0,2017083106,2017091106
12,12103,Pinellas,Pinellas County,12103,64.0,al112017,AL,11.0,2017083106,2017091106
12,12101,Pasco,Pasco County,12101,64.0,al112017,AL,11.0,2017083106,2017091106
12,12119,Sumter,Sumter County,12119,64.0,al112017,AL,11.0,2017083106,2017091106
12,12085,Martin,Martin County,12085,64.0,al112017,AL,11.0,2017083106,2017091106
12,12087,Monroe,Monroe County,12087,64.0,al112017,AL,11.0,2017083106,2017091106
72,72037,Ceiba,Ceiba Municipio,72037,64.0,al112017,AL,11.0,2017083106,2017091106
78,78020,St. John,St. John Island,78020,64.0,al112017,AL,11.0,2017083106,2017091106
12,12071,Lee,Lee County,12071,64.0,al112017,AL,11.0,2017083106,2017091106
72,72087,Loíza,Loíza Municipio,72087,64.0,al112017,AL,11.0,2017083106,2017091106
12,12105,Polk,Polk County,12105,64.0,al112017,AL,11.0,2017083106,2017091106
12,12111,St. Lucie,St. Lucie County,12111,64.0,al112017,AL,11.0,2017083106,2017091106
72,72137,Toa Baja,Toa Baja Municipio,72137,64.0,al112017,AL,11.0,2017083106,2017091106
12,12021,Collier,Collier County,12021,64.0,al112017,AL,11.0,2017083106,2017091106
12,12115,Sarasota,Sarasota County,12115,64.0,al112017,AL,11.0,2017083106,2017091106
72,72031,Carolina,Carolina Municipio,72031,64.0,al112017,AL,11.0,2017083106,2017091106
12,12097,Osceola,Osceola County,12097,64.0,al112017,AL,11.0,2017083106,2017091106
72,72119,Río Grande,Río Grande Municipio,72119,64.0,al112017,AL,11.0,2017083106,2017091106
12,12049,Hardee,Hardee County,12049,64.0,al112017,AL,11.0,2017083106,2017091106
72,72089,Luquillo,Luquillo Municipio,72089,64.0,al112017,AL,11.0,2017083106,2017091106
12,12057,Hillsborough,Hillsborough County,12057,64.0,al112017,AL,11.0,2017083106,2017091106
12,12015,Charlotte,Charlotte County,12015,64.0,al112017,AL,11.0,2017083106,2017091106
